idcar_200m,ind,men,men_pauv,men_1ind,men_5ind,men_prop,men_fmp,ind_snv,men_surf,men_coll,men_mais,log_av45,log_45_70,log_70_90,log_ap90,log_inc,log_soc,ind_0_3,ind_4_5,ind_6_10,ind_11_17,ind_18_24,ind_25_39,ind_40_54,ind_55_64,ind_65_79,ind_80p,ind_inc,geometry,h3_index
CRS3035RES200mN2890800E3764000,2186.5,998.0,172.0,470.0,77.0,310.0,118.0,56786030.1,53764.0,986.0,12.0,181.0,297.0,210.0,310.0,0.0,452.0,88.5,44.5,123.0,179.5,163.0,473.0,469.0,287.0,247.0,86.0,26.0,"POLYGON ((2.394177 48.871359, 2.393902 48.873147, 2.396615 48.873333, 2.396891 48.871545, 2.394177 48.871359))",891fb46614fffff
CRS3035RES200mN2891000E3764000,1891.0,1020.0,169.0,527.0,27.0,441.0,100.0,57536595.0,53377.0,997.0,23.0,376.0,322.0,246.0,60.0,16.0,135.0,83.5,28.0,88.5,99.5,102.5,486.0,415.0,231.0,262.0,95.0,0.0,"POLYGON ((2.393902 48.873147, 2.393626 48.874935, 2.39634 48.875121, 2.396615 48.873333, 2.393902 48.873147))",891fb466143ffff
CRS3035RES200mN2890600E3764000,1546.5,831.0,130.0,451.0,35.0,224.0,86.0,42596180.7,38514.0,822.0,9.0,435.0,221.0,78.0,97.0,0.0,297.0,71.0,25.0,71.5,98.0,88.0,396.0,356.0,206.0,174.0,59.0,2.0,"POLYGON ((2.394452 48.869571, 2.394177 48.871359, 2.396891 48.871545, 2.397166 48.869757, 2.394452 48.869571))",891fb4663b3ffff
CRS3035RES200mN2890400E3764000,1411.5,826.0,91.0,468.0,10.0,352.0,62.0,49792375.8,40533.0,813.0,13.0,406.0,181.0,39.0,200.0,0.0,77.0,67.0,22.5,53.5,64.0,55.5,475.0,296.0,136.0,166.0,76.0,0.0,"POLYGON ((2.394728 48.867783, 2.394452 48.869571, 2.397166 48.869757, 2.397441 48.867969, 2.394728 48.867783))",891fb4663b3ffff
CRS3035RES200mN2890400E3763800,1469.5,649.0,138.0,265.0,52.0,174.0,74.0,39368723.1,32875.0,627.0,22.0,285.0,13.0,55.0,296.0,0.0,276.0,55.0,21.0,81.5,138.5,80.5,319.0,328.0,219.0,142.0,27.0,58.0,"POLYGON ((2.392014 48.867598, 2.391739 48.869386, 2.394452 48.869571, 2.394728 48.867783, 2.392014 48.867598))",891fb4663b3ffff
CRS3035RES200mN2890600E3763800,1046.0,580.0,73.0,309.0,16.0,286.0,48.0,35294553.2,29289.0,555.0,25.0,259.0,99.0,74.0,148.0,0.0,50.0,43.5,12.0,49.5,57.5,53.5,307.0,242.0,106.0,136.0,39.0,0.0,"POLYGON ((2.391739 48.869386, 2.391463 48.871174, 2.394177 48.871359, 2.394452 48.869571, 2.391739 48.869386))",891fb4663b3ffff
CRS3035RES200mN2890600E3763600,1593.0,733.0,138.0,352.0,57.0,168.0,96.0,41062732.7,39279.0,725.0,8.0,315.0,89.0,135.0,193.0,1.0,359.0,50.0,40.0,87.5,141.0,139.5,356.0,328.0,230.0,184.0,37.0,0.0,"POLYGON ((2.389025 48.8692, 2.38875 48.870988, 2.391463 48.871174, 2.391739 48.869386, 2.389025 48.8692))",891fb466387ffff
CRS3035RES200mN2890600E3763200,1281.5,546.0,74.0,195.0,47.0,353.0,56.0,40112942.7,35366.0,546.0,0.0,18.0,453.0,15.0,60.0,0.0,15.0,50.0,32.5,93.5,112.5,76.0,297.0,260.0,139.0,162.0,59.0,0.0,"POLYGON ((2.383598 48.868829, 2.383323 48.870617, 2.386036 48.870803, 2.386312 48.869015, 2.383598 48.868829))",891fb466383ffff
CRS3035RES200mN2890600E3763400,1782.5,753.0,154.0,306.0,79.0,49.0,107.0,39455282.2,45635.0,753.0,0.0,63.0,359.0,323.0,8.0,0.0,562.0,65.0,26.0,108.5,162.5,132.5,324.0,372.0,217.0,268.0,77.0,30.0,"POLYGON ((2.386312 48.869015, 2.386036 48.870803, 2.38875 48.870988, 2.389025 48.8692, 2.386312 48.869015))",891fb466383ffff
CRS3035RES200mN2890400E3763400,927.5,531.0,88.0,322.0,21.0,176.0,44.0,26638384.7,23276.0,530.0,1.0,326.0,0.0,102.0,103.0,0.0,113.0,33.0,11.0,31.5,50.0,51.0,280.0,199.0,107.0,116.0,49.0,0.0,"POLYGON ((2.386587 48.867227, 2.386312 48.869015, 2.389025 48.8692, 2.389301 48.867412, 2.386587 48.867227))",891fb46638fffff
CRS3035RES200mN2890400E3763200,1676.5,908.0,135.0,503.0,38.0,321.0,68.0,50808023.9,41969.0,904.0,4.0,580.0,23.0,62.0,243.0,0.0,154.0,71.0,33.5,70.5,95.5,91.0,589.0,329.0,170.0,177.0,49.0,1.0,"POLYGON ((2.383874 48.867041, 2.383598 48.868829, 2.386312 48.869015, 2.386587 48.867227, 2.383874 48.867041))",891fb466383ffff
CRS3035RES200mN2890400E3763600,1708.0,882.0,160.0,495.0,50.0,216.0,86.0,43787523.2,40868.0,876.0,6.0,528.0,35.0,1.0,317.0,1.0,291.0,73.5,46.0,85.5,94.0,110.0,546.0,351.0,177.0,172.0,51.0,2.0,"POLYGON ((2.389301 48.867412, 2.389025 48.8692, 2.391739 48.869386, 2.392014 48.867598, 2.389301 48.867412))",891fb466387ffff
CRS3035RES200mN2890200E3763600,1704.0,759.0,187.0,366.0,68.0,100.0,102.0,35302308.0,38677.0,757.0,2.0,219.0,311.0,101.0,128.0,0.0,498.0,66.0,37.0,92.5,138.0,87.5,363.0,323.0,216.0,221.0,93.0,67.0,"POLYGON ((2.389576 48.865624, 2.389301 48.867412, 2.392014 48.867598, 2.39229 48.86581, 2.389576 48.865624))",891fb4663bbffff
CRS3035RES200mN2890000E3763600,1426.5,593.0,122.0,238.0,62.0,70.0,78.0,34137311.6,36721.0,592.0,1.0,167.0,2.0,226.0,198.0,0.0,424.0,60.0,28.5,95.5,112.5,105.0,311.0,288.0,194.0,185.0,47.0,0.0,"POLYGON ((2.389852 48.863836, 2.389576 48.865624, 2.39229 48.86581, 2.392565 48.864022, 2.389852 48.863836))",891fb466317ffff
CRS3035RES200mN2890200E3763400,1811.5,770.0,245.0,294.0,68.0,5.0,130.0,36231284.0,41622.0,770.0,0.0,46.0,208.0,243.0,273.0,0.0,758.0,67.5,29.5,99.5,186.0,102.0,290.0,394.0,288.0,270.0,82.0,3.0,"POLYGON ((2.386863 48.865439, 2.386587 48.867227, 2.389301 48.867412, 2.389576 48.865624, 2.386863 48.865439))",891fb46638fffff
CRS3035RES200mN2890200E3763200,896.0,537.0,96.0,317.0,13.0,174.0,48.0,24882192.1,23496.0,534.0,3.0,361.0,0.0,29.0,146.0,1.0,80.0,30.0,10.0,34.5,40.5,49.0,317.0,190.0,98.0,105.0,22.0,0.0,"POLYGON ((2.38415 48.865253, 2.383874 48.867041, 2.386587 48.867227, 2.386863 48.865439, 2.38415 48.865253))",891fb46638bffff
CRS3035RES200mN2890000E3763200,787.0,403.0,82.0,210.0,23.0,90.0,40.0,20585462.3,18287.0,402.0,1.0,327.0,10.0,4.0,62.0,0.0,154.0,32.0,16.0,27.0,48.0,47.0,231.0,169.0,113.0,92.0,12.0,0.0,"POLYGON ((2.384425 48.863465, 2.38415 48.865253, 2.386863 48.865439, 2.387139 48.863651, 2.384425 48.863465))",891fb466313ffff
CRS3035RES200mN2890000E3763400,2313.5,947.0,178.0,372.0,100.0,23.0,149.0,53612204.5,57479.0,947.0,0.0,114.0,127.0,539.0,167.0,0.0,724.0,99.5,50.5,147.5,193.5,195.5,437.0,493.0,313.0,279.0,81.0,24.0,"POLYGON ((2.387139 48.863651, 2.386863 48.865439, 2.389576 48.865624, 2.389852 48.863836, 2.387139 48.863651))",891fb466313ffff
CRS3035RES200mN2889800E3763200,1400.0,800.0,109.0,452.0,20.0,355.0,41.0,50308282.5,41969.0,791.0,9.0,604.0,115.0,19.0,62.0,0.0,66.0,52.0,28.0,55.0,55.0,73.0,505.0,216.0,165.0,179.0,72.0,0.0,"POLYGON ((2.384701 48.861677, 2.384425 48.863465, 2.387139 48.863651, 2.387414 48.861863, 2.384701 48.861677))",891fb466313ffff
CRS3035RES200mN2889800E3763400,757.0,422.0,70.0,222.0,12.0,107.0,33.0,21410187.9,20399.0,422.0,0.0,357.0,18.0,16.0,29.0,2.0,158.0,18.5,15.0,20.5,45.0,41.0,237.0,168.0,92.0,76.0,44.0,0.0,"POLYGON ((2.387414 48.861863, 2.387139 48.863651, 2.389852 48.863836, 2.390127 48.862048, 2.387414 48.861863))",891fb466303ffff
CRS3035RES200mN2889800E3763600,108.0,51.3,3.6,24.3,3.6,28.8,5.4,4153465.7,3155.4,50.4,0.9,51.3,0.0,0.0,0.0,0.0,0.0,16.2,0.9,4.9,5.9,6.3,25.2,20.7,9.0,11.7,7.2,0.0,"POLYGON ((2.390127 48.862048, 2.389852 48.863836, 2.392565 48.864022, 2.39284 48.862234, 2.390127 48.862048))",891fb466317ffff
CRS3035RES200mN2890200E3763800,1929.0,1202.0,268.0,775.0,23.0,182.0,122.0,50347899.3,46060.0,1199.0,3.0,545.0,130.0,453.0,69.0,5.0,386.0,77.0,38.0,68.0,76.0,68.0,517.0,431.0,276.0,280.0,91.0,7.0,"POLYGON ((2.39229 48.86581, 2.392014 48.867598, 2.394728 48.867783, 2.395003 48.865995, 2.39229 48.86581))",891fb4663bbffff
CRS3035RES200mN2890000E3763800,946.0,493.0,62.0,237.0,12.0,178.0,48.0,33323116.8,26786.0,486.0,7.0,397.0,15.0,2.0,79.0,0.0,62.0,40.5,17.0,36.5,48.5,77.5,283.0,210.0,120.0,79.0,34.0,0.0,"POLYGON ((2.392565 48.864022, 2.39229 48.86581, 2.395003 48.865995, 2.395278 48.864207, 2.392565 48.864022))",891fb4663abffff
CRS3035RES200mN2890000E3764000,1131.0,632.0,91.0,351.0,15.0,266.0,42.0,39482022.3,31911.0,618.0,14.0,502.0,32.0,0.0,98.0,0.0,43.0,48.5,21.5,52.5,50.5,70.0,362.0,250.0,114.0,120.0,42.0,0.0,"POLYGON ((2.395278 48.864207, 2.395003 48.865995, 2.397716 48.866181, 2.397992 48.864393, 2.395278 48.864207))",891fb4663abffff
CRS3035RES200mN2890200E3764000,1781.5,1059.0,114.0,634.0,21.0,471.0,57.0,61070959.8,49304.0,1045.0,14.0,424.0,252.0,99.0,283.0,1.0,60.0,68.5,28.5,55.5,68.0,74.0,628.0,369.0,167.0,223.0,85.0,15.0,"POLYGON ((2.395003 48.865995, 2.394728 48.867783, 2.397441 48.867969, 2.397716 48.866181, 2.395003 48.865995))",891fb4663a3ffff
CRS3035RES200mN2889800E3764000,526.0,318.0,36.0,179.0,6.0,165.0,23.0,17706410.7,15655.0,317.0,1.0,189.0,33.0,20.0,76.0,0.0,20.0,13.0,8.0,14.0,26.0,20.0,179.0,92.0,77.0,71.0,26.0,0.0,"POLYGON ((2.395554 48.862419, 2.395278 48.864207, 2.397992 48.864393, 2.398267 48.862605, 2.395554 48.862419))",891fb4663abffff
CRS3035RES200mN2889200E3763800,499.5,200.0,22.0,59.0,16.0,30.0,34.0,15297737.2,14409.0,197.0,3.0,38.0,2.0,47.0,113.0,0.0,155.0,8.5,7.5,21.0,49.5,76.0,69.0,109.0,104.0,49.0,6.0,0.0,"POLYGON ((2.393666 48.85687, 2.393391 48.858658, 2.396104 48.858843, 2.396379 48.857055, 2.393666 48.85687))",891fb46633bffff
CRS3035RES200mN2889200E3764000,1022.0,533.0,60.0,263.0,18.0,128.0,52.0,32895042.7,26919.0,528.0,5.0,173.0,1.0,102.0,256.0,1.0,146.0,35.5,17.0,45.0,65.5,70.0,286.0,233.0,139.0,102.0,29.0,0.0,"POLYGON ((2.396379 48.857055, 2.396104 48.858843, 2.398817 48.859029, 2.399092 48.857241, 2.396379 48.857055))",891fb46633bffff
CRS3035RES200mN2889000E3764000,2320.5,1164.0,126.0,589.0,55.0,212.0,124.0,70567601.8,62010.0,1160.0,4.0,392.0,182.0,319.0,270.0,1.0,156.0,109.0,46.0,115.5,148.0,167.0,552.0,487.0,300.0,269.0,102.0,25.0,"POLYGON ((2.396654 48.855267, 2.396379 48.857055, 2.399092 48.857241, 2.399367 48.855453, 2.396654 48.855267))",891fb46632bffff
CRS3035RES200mN2888600E3764000,1507.0,798.0,104.0,416.0,30.0,344.0,57.0,54022394.8,41844.0,775.0,23.0,303.0,58.0,92.0,345.0,0.0,35.0,60.5,29.0,52.0,82.5,95.0,477.0,299.0,179.0,157.0,59.0,17.0,"POLYGON ((2.397205 48.851691, 2.39693 48.853479, 2.399642 48.853665, 2.399917 48.851877, 2.397205 48.851691))",891fb466367ffff
CRS3035RES200mN2888800E3764000,1821.0,895.0,144.0,462.0,59.0,291.0,82.0,51574307.2,42860.0,887.0,8.0,436.0,38.0,69.0,352.0,0.0,251.0,69.5,25.5,84.0,136.0,163.0,506.0,425.0,223.0,148.0,41.0,0.0,"POLYGON ((2.39693 48.853479, 2.396654 48.855267, 2.399367 48.855453, 2.399642 48.853665, 2.39693 48.853479))",891fb466367ffff
CRS3035RES200mN2888800E3763800,1097.0,555.0,65.0,271.0,29.0,208.0,47.0,35592040.9,29054.0,555.0,0.0,261.0,100.0,17.0,177.0,0.0,97.0,43.0,24.5,53.0,82.0,87.5,326.0,205.0,111.0,129.0,32.0,4.0,"POLYGON ((2.394217 48.853294, 2.393942 48.855082, 2.396654 48.855267, 2.39693 48.853479, 2.394217 48.853294))",891fb466367ffff
CRS3035RES200mN2888600E3763800,2155.0,985.0,129.0,428.0,76.0,404.0,112.0,67391125.6,64051.0,984.0,1.0,45.0,621.0,64.0,255.0,0.0,407.0,72.5,41.5,114.0,204.5,155.5,377.0,411.0,302.0,312.0,165.0,0.0,"POLYGON ((2.394492 48.851506, 2.394217 48.853294, 2.39693 48.853479, 2.397205 48.851691, 2.394492 48.851506))",891fb466367ffff
CRS3035RES200mN2889000E3763800,1214.5,675.0,86.0,357.0,23.0,242.0,51.0,40397352.9,33853.0,667.0,8.0,360.0,47.0,91.0,164.0,13.0,118.0,30.5,12.0,34.0,66.0,91.0,399.0,226.0,171.0,154.0,31.0,0.0,"POLYGON ((2.393942 48.855082, 2.393666 48.85687, 2.396379 48.857055, 2.396654 48.855267, 2.393942 48.855082))",891fb466377ffff
CRS3035RES200mN2889000E3763600,1671.0,758.0,126.0,352.0,68.0,151.0,102.0,42143177.2,41005.0,752.0,6.0,339.0,70.0,147.0,202.0,0.0,415.0,71.5,24.5,82.5,158.5,117.0,407.0,304.0,214.0,215.0,69.0,8.0,"POLYGON ((2.391229 48.854896, 2.390954 48.856684, 2.393666 48.85687, 2.393942 48.855082, 2.391229 48.854896))",891fb466377ffff
CRS3035RES200mN2888800E3763600,1155.5,681.0,66.0,404.0,17.0,302.0,35.0,41740807.1,34213.0,681.0,0.0,294.0,329.0,34.0,24.0,0.0,22.0,47.0,18.0,41.5,43.5,63.5,373.0,230.0,118.0,154.0,66.0,1.0,"POLYGON ((2.391504 48.853108, 2.391229 48.854896, 2.393942 48.855082, 2.394217 48.853294, 2.391504 48.853108))",891fb466363ffff
CRS3035RES200mN2888600E3763600,1376.5,786.0,101.0,443.0,25.0,331.0,66.0,46352802.2,39469.0,783.0,3.0,433.0,224.0,22.0,107.0,0.0,109.0,41.0,19.5,63.5,97.0,93.5,406.0,272.0,137.0,185.0,61.0,1.0,"POLYGON ((2.391779 48.85132, 2.391504 48.853108, 2.394217 48.853294, 2.394492 48.851506, 2.391779 48.85132))",891fb466363ffff
CRS3035RES200mN2888800E3763400,1510.5,772.0,125.0,420.0,42.0,222.0,56.0,43575162.4,39927.0,769.0,3.0,400.0,4.0,259.0,109.0,0.0,246.0,48.0,23.5,72.5,96.5,98.0,401.0,286.0,179.0,215.0,82.0,9.0,"POLYGON ((2.388792 48.852923, 2.388516 48.854711, 2.391229 48.854896, 2.391504 48.853108, 2.388792 48.852923))",891fb46637bffff
CRS3035RES200mN2888600E3763400,1290.0,769.0,82.0,443.0,14.0,329.0,47.0,48143870.2,37368.0,760.0,9.0,664.0,35.0,0.0,58.0,12.0,56.0,46.5,16.0,48.5,54.0,63.0,467.0,234.0,138.0,161.0,62.0,0.0,"POLYGON ((2.389067 48.851135, 2.388792 48.852923, 2.391504 48.853108, 2.391779 48.85132, 2.389067 48.851135))",891fb46637bffff
CRS3035RES200mN2888600E3763200,1023.5,556.0,56.0,278.0,13.0,300.0,34.0,40921476.4,33220.0,555.0,1.0,246.0,117.0,190.0,3.0,0.0,17.0,40.0,7.0,37.0,47.0,59.0,272.5,196.0,135.0,159.0,71.0,0.0,"POLYGON ((2.386354 48.850949, 2.386079 48.852737, 2.388792 48.852923, 2.389067 48.851135, 2.386354 48.850949))",891fb46637bffff
CRS3035RES200mN2888800E3763200,1583.0,925.0,80.0,520.0,19.0,450.0,53.0,61555425.2,50945.0,919.0,6.0,480.0,158.0,254.0,33.0,0.0,20.0,62.5,23.5,52.5,73.0,69.5,522.0,301.0,127.0,210.0,142.0,0.0,"POLYGON ((2.386079 48.852737, 2.385803 48.854525, 2.388516 48.854711, 2.388792 48.852923, 2.386079 48.852737))",891fb46637bffff
CRS3035RES200mN2889000E3763400,2316.0,1387.0,172.0,815.0,25.0,590.0,84.0,85089224.0,71449.0,1385.0,2.0,352.0,161.0,665.0,209.0,0.0,154.0,71.0,37.0,82.5,105.5,89.0,666.0,467.0,250.0,338.0,203.0,7.0,"POLYGON ((2.388516 48.854711, 2.388241 48.856499, 2.390954 48.856684, 2.391229 48.854896, 2.388516 48.854711))",891fb466373ffff
CRS3035RES200mN2889000E3763200,2025.5,1208.0,214.0,757.0,37.0,375.0,95.0,61593943.5,49878.0,1205.0,3.0,851.0,61.0,76.0,219.0,1.0,186.0,68.0,26.0,79.0,122.0,135.5,664.0,403.0,206.0,228.0,94.0,0.0,"POLYGON ((2.385803 48.854525, 2.385528 48.856313, 2.388241 48.856499, 2.388516 48.854711, 2.385803 48.854525))",891fb466347ffff
CRS3035RES200mN2889200E3763200,1727.0,959.0,132.0,534.0,40.0,173.0,134.0,48704737.1,45903.0,959.0,0.0,598.0,112.0,40.0,209.0,0.0,426.0,52.0,26.0,76.0,125.0,127.0,504.0,341.0,214.0,203.0,59.0,0.0,"POLYGON ((2.385528 48.856313, 2.385252 48.858101, 2.387965 48.858287, 2.388241 48.856499, 2.385528 48.856313))",891fb46630bffff
CRS3035RES200mN2889200E3763400,818.0,459.0,62.0,231.0,10.0,205.0,28.0,31205014.5,25212.0,459.0,0.0,169.0,44.0,225.0,20.0,1.0,23.0,34.0,10.0,27.5,31.5,47.0,254.0,154.0,90.0,111.0,59.0,0.0,"POLYGON ((2.388241 48.856499, 2.387965 48.858287, 2.390678 48.858472, 2.390954 48.856684, 2.388241 48.856499))",891fb46630bffff
CRS3035RES200mN2889200E3763600,1650.5,988.0,163.0,592.0,19.0,336.0,68.0,52113551.1,45738.0,984.0,4.0,378.0,201.0,311.0,98.0,0.0,320.0,50.5,25.0,59.0,84.0,71.0,441.0,348.0,223.0,248.0,94.0,7.0,"POLYGON ((2.390954 48.856684, 2.390678 48.858472, 2.393391 48.858658, 2.393666 48.85687, 2.390954 48.856684))",891fb46630fffff
CRS3035RES200mN2889400E3763600,137.0,67.0,11.0,40.0,6.0,19.0,7.0,3635479.4,3553.0,66.0,1.0,42.0,0.0,25.0,0.0,0.0,25.0,4.0,5.0,8.0,11.0,9.0,34.0,21.0,24.0,17.0,4.0,0.0,"POLYGON ((2.390678 48.858472, 2.390403 48.86026, 2.393116 48.860446, 2.393391 48.858658, 2.390678 48.858472))",891fb46630fffff
CRS3035RES200mN2889600E3763600,12.0,5.7,0.4,2.7,0.4,3.2,0.6,461496.2,350.6,5.6,0.1,5.7,0.0,0.0,0.0,0.0,0.0,1.8,0.1,0.5,0.7,0.7,2.8,2.3,1.0,1.3,0.8,0.0,"POLYGON ((2.390403 48.86026, 2.390127 48.862048, 2.39284 48.862234, 2.393116 48.860446, 2.390403 48.86026))",891fb466307ffff
CRS3035RES200mN2889600E3763400,260.5,161.0,21.0,99.0,4.0,56.0,10.0,8882944.4,6820.0,161.0,0.0,155.0,0.0,0.0,6.0,0.0,23.0,6.0,2.5,9.0,8.0,7.0,108.0,52.0,25.0,30.0,13.0,0.0,"POLYGON ((2.38769 48.860075, 2.387414 48.861863, 2.390127 48.862048, 2.390403 48.86026, 2.38769 48.860075))",891fb466303ffff
CRS3035RES200mN2889400E3763400,1482.5,787.0,95.0,416.0,35.0,265.0,69.0,46392676.1,41568.0,787.0,0.0,233.0,204.0,218.0,132.0,0.0,275.0,45.0,25.0,62.5,101.5,91.5,399.0,316.0,204.0,188.0,50.0,0.0,"POLYGON ((2.387965 48.858287, 2.38769 48.860075, 2.390403 48.86026, 2.390678 48.858472, 2.387965 48.858287))",891fb46630bffff
CRS3035RES200mN2889400E3763200,1682.0,1025.0,192.0,620.0,30.0,261.0,97.0,47679823.8,44117.0,1023.0,2.0,854.0,0.0,142.0,29.0,0.0,305.0,44.0,19.5,57.0,67.5,92.0,514.0,295.0,240.0,250.0,103.0,0.0,"POLYGON ((2.385252 48.858101, 2.384977 48.859889, 2.38769 48.860075, 2.387965 48.858287, 2.385252 48.858101))",891fb46630bffff
CRS3035RES200mN2889600E3763200,1265.5,656.0,84.0,341.0,31.0,208.0,70.0,39185014.3,35745.0,655.0,1.0,145.0,112.0,258.0,141.0,0.0,240.0,30.0,25.0,54.5,65.5,87.5,324.0,237.0,181.0,217.0,37.0,7.0,"POLYGON ((2.384977 48.859889, 2.384701 48.861677, 2.387414 48.861863, 2.38769 48.860075, 2.384977 48.859889))",891fb46631bffff
CRS3035RES200mN2889400E3763000,1383.0,804.0,77.0,453.0,22.0,174.0,72.0,45094146.5,38237.0,800.0,4.0,539.0,97.0,117.0,51.0,0.0,152.0,42.0,13.5,51.5,80.0,73.0,464.0,293.0,135.0,171.0,60.0,0.0,"POLYGON ((2.382539 48.857915, 2.382264 48.859703, 2.384977 48.859889, 2.385252 48.858101, 2.382539 48.857915))",891fb466357ffff
CRS3035RES200mN2889600E3763000,1897.5,972.0,169.0,507.0,44.0,158.0,132.0,53853393.0,52004.0,971.0,1.0,251.0,46.0,552.0,122.0,1.0,276.0,76.5,30.0,99.5,140.0,139.5,447.0,382.0,220.0,253.0,110.0,0.0,"POLYGON ((2.382264 48.859703, 2.381988 48.861491, 2.384701 48.861677, 2.384977 48.859889, 2.382264 48.859703))",891fb46631bffff
CRS3035RES200mN2889600E3762800,1768.5,956.0,131.0,517.0,38.0,419.0,63.0,61769344.8,46988.0,953.0,3.0,468.0,96.0,57.0,335.0,0.0,99.0,71.5,36.0,73.0,107.0,96.0,564.0,355.0,177.0,230.0,59.0,0.0,"POLYGON ((2.379551 48.859518, 2.379275 48.861306, 2.381988 48.861491, 2.382264 48.859703, 2.379551 48.859518))",891fb4663cfffff
CRS3035RES200mN2889400E3762800,1718.0,1081.0,126.0,671.0,18.0,420.0,54.0,60169710.6,45858.0,1074.0,7.0,906.0,6.0,116.0,53.0,0.0,38.0,46.5,19.0,34.5,63.0,95.0,718.0,302.0,170.0,205.0,65.0,0.0,"POLYGON ((2.379827 48.85773, 2.379551 48.859518, 2.382264 48.859703, 2.382539 48.857915, 2.379827 48.85773))",891fb466357ffff
CRS3035RES200mN2889200E3762800,1693.0,957.0,160.0,533.0,29.0,338.0,86.0,54119405.4,44980.0,948.0,9.0,722.0,57.0,64.0,112.0,2.0,218.0,62.0,21.5,59.0,93.5,97.0,559.0,338.0,167.0,208.0,88.0,0.0,"POLYGON ((2.380102 48.855942, 2.379827 48.85773, 2.382539 48.857915, 2.382815 48.856127, 2.380102 48.855942))",891fb466343ffff
CRS3035RES200mN2889200E3763000,1416.0,786.0,154.0,448.0,33.0,139.0,77.0,36066604.3,35336.0,785.0,1.0,470.0,0.0,201.0,115.0,0.0,331.0,60.5,25.5,55.0,101.0,89.0,413.0,266.0,152.0,184.0,70.0,0.0,"POLYGON ((2.382815 48.856127, 2.382539 48.857915, 2.385252 48.858101, 2.385528 48.856313, 2.382815 48.856127))",891fb466357ffff
CRS3035RES200mN2889000E3763000,1452.0,844.0,95.0,474.0,21.0,335.0,51.0,55205063.0,40406.0,829.0,15.0,690.0,29.0,33.0,92.0,0.0,0.0,54.0,18.0,55.0,61.0,96.0,541.0,279.0,135.0,161.0,52.0,0.0,"POLYGON ((2.383091 48.854339, 2.382815 48.856127, 2.385528 48.856313, 2.385803 48.854525, 2.383091 48.854339))",891fb466347ffff
CRS3035RES200mN2888600E3763000,1706.0,983.0,113.0,568.0,30.0,388.0,77.0,61691334.6,49810.0,981.0,2.0,762.0,30.0,7.0,172.0,12.0,109.0,55.0,25.0,62.0,95.5,106.5,555.0,352.0,197.0,180.0,78.0,0.0,"POLYGON ((2.383642 48.850764, 2.383366 48.852552, 2.386079 48.852737, 2.386354 48.850949, 2.383642 48.850764))",891fb46634fffff
CRS3035RES200mN2888800E3763000,1812.0,1013.0,105.0,544.0,22.0,399.0,81.0,70980235.9,53028.0,1012.0,1.0,543.0,50.0,134.0,286.0,0.0,50.0,80.0,27.5,78.0,96.5,109.0,575.0,372.0,192.0,206.0,76.0,0.0,"POLYGON ((2.383366 48.852552, 2.383091 48.854339, 2.385803 48.854525, 2.386079 48.852737, 2.383366 48.852552))",891fb46634fffff
CRS3035RES200mN2888800E3762800,1122.0,602.0,84.0,319.0,24.0,222.0,45.0,40395142.2,31556.0,601.0,1.0,412.0,17.0,37.0,136.0,0.0,98.0,39.5,14.5,44.5,81.0,80.5,340.0,223.0,118.0,139.0,42.0,0.0,"POLYGON ((2.380654 48.852366, 2.380378 48.854154, 2.383091 48.854339, 2.383366 48.852552, 2.380654 48.852366))",891fb46634bffff
CRS3035RES200mN2888600E3762800,1484.5,861.0,128.0,507.0,28.0,358.0,62.0,53102729.0,41875.0,861.0,0.0,466.0,257.0,0.0,138.0,0.0,120.0,44.5,20.0,64.0,89.5,74.5,436.0,314.0,170.0,208.0,64.0,0.0,"POLYGON ((2.380929 48.850578, 2.380654 48.852366, 2.383366 48.852552, 2.383642 48.850764, 2.380929 48.850578))",891fb4644b3ffff
CRS3035RES200mN2889000E3762800,1935.5,1011.0,182.0,569.0,59.0,278.0,78.0,59596819.1,47031.0,1003.0,8.0,645.0,18.0,94.0,253.0,1.0,228.0,69.0,34.5,90.0,124.5,137.5,578.0,390.0,227.0,227.0,51.0,7.0,"POLYGON ((2.380378 48.854154, 2.380102 48.855942, 2.382815 48.856127, 2.383091 48.854339, 2.380378 48.854154))",891fb466343ffff
CRS3035RES200mN2889000E3762600,1270.5,645.0,81.0,302.0,25.0,303.0,60.0,49573803.7,38234.0,643.0,2.0,251.0,0.0,193.0,199.0,2.0,85.0,45.0,23.0,62.5,82.5,82.5,301.0,251.0,147.0,204.0,72.0,0.0,"POLYGON ((2.377665 48.853968, 2.37739 48.855756, 2.380102 48.855942, 2.380378 48.854154, 2.377665 48.853968))",891fb46635bffff
CRS3035RES200mN2889000E3762400,2115.5,1282.0,190.0,795.0,33.0,459.0,83.0,71835002.5,57759.0,1281.0,1.0,560.0,96.0,506.0,117.0,3.0,163.0,58.5,24.0,50.0,88.0,117.0,698.0,409.0,228.0,289.0,129.0,25.0,"POLYGON ((2.374953 48.853782, 2.374677 48.85557, 2.37739 48.855756, 2.377665 48.853968, 2.374953 48.853782))",891fb46635bffff
