idcar_200m,ind,men,men_pauv,men_1ind,men_5ind,men_prop,men_fmp,ind_snv,men_surf,men_coll,men_mais,log_av45,log_45_70,log_70_90,log_ap90,log_inc,log_soc,ind_0_3,ind_4_5,ind_6_10,ind_11_17,ind_18_24,ind_25_39,ind_40_54,ind_55_64,ind_65_79,ind_80p,ind_inc,geometry,h3_index
CRS3035RES200mN2887800E3753800,1620.5,702.0,125.0,259.0,54.0,0.0,137.0,36552048.8,43478.0,701.0,1.0,702.0,0.0,0.0,0.0,0.0,701.0,54.5,39.0,120.0,155.5,127.0,221.0,331.5,233.0,256.0,83.0,0.0,"POLYGON ((2.260007 48.835, 2.259727 48.836788, 2.262438 48.836976, 2.262718 48.835189, 2.260007 48.835))",891fb462b07ffff
CRS3035RES200mN2888000E3753800,1486.0,863.0,122.0,486.0,22.0,337.0,71.0,56932655.7,43697.0,832.0,31.0,619.0,171.0,15.0,57.0,1.0,29.0,50.5,18.0,52.0,69.0,118.5,439.0,312.0,162.0,183.0,82.0,0.0,"POLYGON ((2.259727 48.836788, 2.259447 48.838575, 2.262159 48.838764, 2.262438 48.836976, 2.259727 48.836788))",891fb462b07ffff
CRS3035RES200mN2888200E3753800,1232.5,647.0,88.0,322.0,31.0,298.0,66.0,50591457.3,38091.0,604.0,43.0,306.0,318.0,21.0,2.0,0.0,1.0,35.0,17.5,48.0,96.5,109.5,285.0,256.0,132.0,176.0,77.0,0.0,"POLYGON ((2.259447 48.838575, 2.259167 48.840363, 2.261879 48.840552, 2.262159 48.838764, 2.259447 48.838575))",891fb462babffff
CRS3035RES200mN2888200E3754200,1778.0,917.0,151.0,433.0,36.0,348.0,149.0,59678427.8,51341.0,901.0,16.0,642.0,224.0,0.0,49.0,2.0,253.0,65.5,32.5,89.0,122.0,138.0,377.0,358.0,216.0,255.0,125.0,0.0,"POLYGON ((2.26487 48.838953, 2.26459 48.84074, 2.267302 48.840929, 2.267582 48.839141, 2.26487 48.838953))",891fb462bafffff
CRS3035RES200mN2888200E3754000,1371.5,696.0,94.0,323.0,30.0,351.0,57.0,54199573.9,42125.0,681.0,15.0,500.0,88.0,70.0,38.0,0.0,96.0,50.0,22.5,73.5,90.5,92.0,302.0,293.0,165.0,192.0,91.0,0.0,"POLYGON ((2.262159 48.838764, 2.261879 48.840552, 2.26459 48.84074, 2.26487 48.838953, 2.262159 48.838764))",891fb462babffff
CRS3035RES200mN2888400E3754000,1174.5,580.0,64.0,258.0,28.0,324.0,55.0,51939702.6,37439.0,553.0,27.0,457.0,76.0,33.0,14.0,0.0,0.0,47.0,24.0,55.5,68.5,102.5,256.0,208.0,146.0,182.0,85.0,0.0,"POLYGON ((2.261879 48.840552, 2.261599 48.842339, 2.264311 48.842528, 2.26459 48.84074, 2.261879 48.840552))",891fb462ba3ffff
CRS3035RES200mN2888400E3754200,1620.0,934.0,177.0,550.0,32.0,364.0,74.0,58616915.7,45789.0,910.0,24.0,729.0,55.0,112.0,38.0,0.0,32.0,52.5,27.0,63.5,81.5,170.5,460.0,311.0,188.0,183.0,83.0,0.0,"POLYGON ((2.26459 48.84074, 2.264311 48.842528, 2.267022 48.842716, 2.267302 48.840929, 2.26459 48.84074))",891fb462ba3ffff
CRS3035RES200mN2888400E3753800,894.5,480.0,74.0,245.0,20.0,261.0,30.0,42047064.6,34629.0,423.0,57.0,194.0,102.0,177.0,6.0,1.0,0.0,32.0,12.5,26.5,51.0,75.5,175.0,159.0,124.0,164.0,75.0,0.0,"POLYGON ((2.259167 48.840363, 2.258887 48.842151, 2.261599 48.842339, 2.261879 48.840552, 2.259167 48.840363))",891fb462bbbffff
CRS3035RES200mN2888400E3753600,1795.0,795.0,103.0,308.0,69.0,449.0,74.0,81318251.1,64439.0,730.0,65.0,601.0,193.0,0.0,0.0,1.0,23.0,63.0,35.5,91.5,151.0,175.0,295.0,322.0,252.0,290.0,120.0,0.0,"POLYGON ((2.256456 48.840174, 2.256176 48.841962, 2.258887 48.842151, 2.259167 48.840363, 2.256456 48.840174))",891fb462b17ffff
CRS3035RES200mN2888200E3753600,1279.5,640.0,92.0,298.0,41.0,244.0,75.0,43833232.5,42306.0,636.0,4.0,226.0,148.0,205.0,61.0,0.0,131.0,39.0,21.5,53.5,84.0,112.5,258.0,251.0,175.0,194.0,91.0,0.0,"POLYGON ((2.256736 48.838386, 2.256456 48.840174, 2.259167 48.840363, 2.259447 48.838575, 2.256736 48.838386))",891fb462b17ffff
CRS3035RES200mN2888200E3753400,365.0,215.0,35.0,117.0,4.0,0.0,26.0,8993749.0,11281.0,215.0,0.0,209.0,6.0,0.0,0.0,0.0,209.0,3.0,3.0,14.0,21.5,17.5,32.0,104.0,62.0,81.0,27.0,0.0,"POLYGON ((2.254024 48.838198, 2.253744 48.839985, 2.256456 48.840174, 2.256736 48.838386, 2.254024 48.838198))",891fb462b13ffff
CRS3035RES200mN2888200E3753200,666.0,327.0,39.0,157.0,22.0,130.0,20.0,24299306.4,19467.0,318.0,9.0,215.0,77.0,0.0,35.0,0.0,74.0,46.0,19.0,44.5,29.0,44.5,137.0,127.0,79.0,92.0,48.0,0.0,"POLYGON ((2.251313 48.838009, 2.251033 48.839796, 2.253744 48.839985, 2.254024 48.838198, 2.251313 48.838009))",891fb462b13ffff
CRS3035RES200mN2888400E3753400,547.0,280.0,59.0,140.0,13.0,0.0,43.0,13187561.0,14773.0,280.0,0.0,280.0,0.0,0.0,0.0,0.0,276.0,17.5,11.5,29.0,43.0,35.0,74.0,127.0,88.0,86.0,36.0,0.0,"POLYGON ((2.253744 48.839985, 2.253464 48.841773, 2.256176 48.841962, 2.256456 48.840174, 2.253744 48.839985))",891fb462b8fffff
CRS3035RES200mN2888400E3753000,894.0,381.0,38.0,134.0,31.0,217.0,29.0,43688109.3,37516.0,312.0,69.0,248.0,38.0,15.0,80.0,0.0,62.0,26.0,22.0,46.5,70.5,72.0,132.0,195.0,134.0,158.0,38.0,0.0,"POLYGON ((2.248321 48.839607, 2.248041 48.841395, 2.250752 48.841584, 2.251033 48.839796, 2.248321 48.839607))",891fb462bc7ffff
CRS3035RES200mN2888000E3753600,2037.0,922.0,184.0,400.0,74.0,91.0,156.0,52051799.7,57420.0,921.0,1.0,861.0,10.0,36.0,13.0,2.0,686.0,61.5,32.5,112.5,185.0,217.5,334.0,352.0,302.0,326.0,114.0,0.0,"POLYGON ((2.257016 48.836599, 2.256736 48.838386, 2.259447 48.838575, 2.259727 48.836788, 2.257016 48.836599))",891fb462b03ffff
CRS3035RES200mN2889400E3752600,4.0,1.9,0.1,0.8,0.1,0.4,0.1,157455.6,160.8,1.8,0.1,0.5,0.3,0.5,0.6,0.0,0.0,0.1,0.0,0.2,0.4,0.3,0.8,1.1,0.5,0.6,0.0,0.0,"POLYGON ((2.241495 48.848167, 2.241215 48.849955, 2.243927 48.850144, 2.244207 48.848356, 2.241495 48.848167))",891fb462877ffff
CRS3035RES200mN2890600E3752000,5.0,2.5,0.0,1.2,0.1,0.0,0.1,161685.1,187.9,2.1,0.4,1.6,0.3,0.4,0.2,0.0,0.0,0.0,0.0,0.4,0.2,0.3,0.7,1.5,1.9,0.0,0.0,0.0,"POLYGON ((2.231673 48.858325, 2.231392 48.860112, 2.234105 48.860301, 2.234386 48.858514, 2.231673 48.858325))",891fb46288bffff
CRS3035RES200mN2890200E3752600,4.0,2.0,0.0,0.9,0.1,0.0,0.1,129348.1,150.4,1.6,0.4,1.3,0.2,0.4,0.1,0.0,0.0,0.0,0.0,0.4,0.1,0.2,0.6,1.2,1.5,0.0,0.0,0.0,"POLYGON ((2.240372 48.855317, 2.240091 48.857105, 2.242804 48.857294, 2.243085 48.855507, 2.240372 48.855317))",891fb462807ffff
CRS3035RES200mN2890600E3753600,4.0,2.0,0.0,0.9,0.1,0.0,0.1,129348.1,150.4,1.6,0.4,1.3,0.2,0.4,0.1,0.0,0.0,0.0,0.0,0.4,0.1,0.2,0.6,1.2,1.5,0.0,0.0,0.0,"POLYGON ((2.253373 48.859838, 2.253093 48.861625, 2.255806 48.861814, 2.256086 48.860027, 2.253373 48.859838))",891fb4629d3ffff
CRS3035RES200mN2890000E3753200,5.0,2.5,0.0,1.2,0.1,0.0,0.1,161685.1,187.9,2.1,0.4,1.6,0.3,0.4,0.2,0.0,0.0,0.0,0.0,0.4,0.2,0.3,0.7,1.5,1.9,0.0,0.0,0.0,"POLYGON ((2.24879 48.854097, 2.248509 48.855885, 2.251222 48.856074, 2.251502 48.854286, 2.24879 48.854097))",891fb462837ffff
CRS3035RES200mN2888600E3753200,244.5,114.0,11.0,52.0,9.0,61.0,14.0,11625291.4,8956.0,108.0,6.0,61.0,44.0,0.0,9.0,0.0,0.0,2.0,2.0,6.5,28.0,30.0,23.0,66.0,35.0,38.0,14.0,0.0,"POLYGON ((2.250752 48.841584, 2.250472 48.843372, 2.253184 48.84356, 2.253464 48.841773, 2.250752 48.841584))",891fb462b8bffff
CRS3035RES200mN2888600E3753400,514.0,262.0,54.0,103.0,6.0,0.0,52.0,12277196.9,14098.0,262.0,0.0,262.0,0.0,0.0,0.0,0.0,255.0,16.0,11.0,24.5,37.5,19.0,101.0,113.0,79.0,91.0,22.0,0.0,"POLYGON ((2.253464 48.841773, 2.253184 48.84356, 2.255895 48.843749, 2.256176 48.841962, 2.253464 48.841773))",891fb462b8fffff
CRS3035RES200mN2888800E3753400,143.0,53.0,5.0,10.0,5.0,37.0,8.0,8004526.0,6184.0,53.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,4.0,4.5,10.0,15.0,16.5,10.0,31.0,23.0,23.0,6.0,0.0,"POLYGON ((2.253184 48.84356, 2.252904 48.845348, 2.255615 48.845537, 2.255895 48.843749, 2.253184 48.84356))",891fb462b83ffff
CRS3035RES200mN2888800E3753200,566.0,242.0,16.0,82.0,17.0,109.0,21.0,28744984.4,22746.0,227.0,15.0,158.0,74.0,10.0,0.0,0.0,0.0,17.0,10.0,27.5,47.5,58.0,72.0,110.0,93.0,98.0,33.0,0.0,"POLYGON ((2.250472 48.843372, 2.250192 48.845159, 2.252904 48.845348, 2.253184 48.84356, 2.250472 48.843372))",891fb462b83ffff
CRS3035RES200mN2889000E3753200,30.0,14.5,1.3,7.3,1.3,7.3,0.7,1463419.4,1294.9,12.5,2.0,2.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,3.3,3.6,0.7,2.0,9.2,5.9,4.0,1.3,0.0,"POLYGON ((2.250192 48.845159, 2.249911 48.846947, 2.252623 48.847136, 2.252904 48.845348, 2.250192 48.845159))",891fb462b83ffff
CRS3035RES200mN2889000E3753400,4.5,2.2,0.2,1.1,0.2,1.1,0.1,219512.9,194.2,1.9,0.3,0.3,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.3,1.4,0.9,0.6,0.2,0.0,"POLYGON ((2.252904 48.845348, 2.252623 48.847136, 2.255335 48.847325, 2.255615 48.845537, 2.252904 48.845348))",891fb462b97ffff
CRS3035RES200mN2889000E3753600,72.5,43.0,8.0,23.0,1.0,18.0,1.0,3214932.0,2512.0,37.0,6.0,43.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.5,22.0,17.0,7.0,15.0,2.0,0.0,"POLYGON ((2.255615 48.845537, 2.255335 48.847325, 2.258047 48.847513, 2.258327 48.845726, 2.255615 48.845537))",891fb462b87ffff
CRS3035RES200mN2888800E3753600,1257.0,588.0,62.0,240.0,37.0,274.0,71.0,52481020.6,40987.0,563.0,25.0,206.0,381.0,0.0,1.0,0.0,107.0,50.5,28.0,73.0,103.5,109.0,210.0,241.0,148.0,192.0,102.0,0.0,"POLYGON ((2.255895 48.843749, 2.255615 48.845537, 2.258327 48.845726, 2.258607 48.843938, 2.255895 48.843749))",891fb462b87ffff
CRS3035RES200mN2888600E3753600,1740.5,793.0,99.0,343.0,56.0,373.0,70.0,84441038.7,59675.0,752.0,41.0,558.0,148.0,58.0,29.0,0.0,25.0,55.5,31.0,85.5,158.0,172.5,299.0,359.0,237.0,240.0,103.0,0.0,"POLYGON ((2.256176 48.841962, 2.255895 48.843749, 2.258607 48.843938, 2.258887 48.842151, 2.256176 48.841962))",891fb462b8fffff
CRS3035RES200mN2888600E3753800,1522.5,732.0,83.0,321.0,44.0,363.0,84.0,71311049.6,53539.0,690.0,42.0,457.0,211.0,30.0,34.0,0.0,0.0,53.5,31.0,82.0,126.0,143.0,272.0,329.0,168.0,206.0,112.0,0.0,"POLYGON ((2.258887 48.842151, 2.258607 48.843938, 2.261319 48.844127, 2.261599 48.842339, 2.258887 48.842151))",891fb462bbbffff
CRS3035RES200mN2888800E3753800,1163.5,622.0,68.0,314.0,21.0,333.0,39.0,52353924.5,39664.0,609.0,13.0,450.0,138.0,0.0,34.0,0.0,0.0,25.5,14.0,46.5,84.5,80.0,213.0,244.0,138.0,208.0,110.0,0.0,"POLYGON ((2.258607 48.843938, 2.258327 48.845726, 2.261039 48.845914, 2.261319 48.844127, 2.258607 48.843938))",891fb462bb3ffff
CRS3035RES200mN2888600E3754000,937.0,460.0,53.0,222.0,26.0,250.0,26.0,49330237.2,35903.0,427.0,33.0,216.0,153.0,68.0,23.0,0.0,0.0,27.5,11.0,40.5,64.0,85.0,179.0,188.0,126.0,143.0,73.0,0.0,"POLYGON ((2.261599 48.842339, 2.261319 48.844127, 2.264031 48.844316, 2.264311 48.842528, 2.261599 48.842339))",891fb462ba3ffff
CRS3035RES200mN2888600E3754200,985.0,552.0,84.0,319.0,22.0,248.0,32.0,43386624.9,35437.0,511.0,41.0,419.0,94.0,0.0,39.0,0.0,39.0,24.0,17.0,37.0,50.5,91.5,244.0,179.0,124.0,122.0,96.0,0.0,"POLYGON ((2.264311 48.842528, 2.264031 48.844316, 2.266742 48.844504, 2.267022 48.842716, 2.264311 48.842528))",891fb462ba3ffff
CRS3035RES200mN2888800E3754200,512.0,255.0,27.0,115.0,13.0,113.0,22.0,26563052.2,20978.0,235.0,20.0,98.0,103.0,37.0,17.0,0.0,0.0,8.0,8.5,29.5,52.5,29.5,97.0,112.0,64.0,69.0,42.0,0.0,"POLYGON ((2.264031 48.844316, 2.263751 48.846103, 2.266463 48.846292, 2.266742 48.844504, 2.264031 48.844316))",891fb462bb7ffff
CRS3035RES200mN2888800E3754000,728.5,312.0,24.0,111.0,35.0,158.0,28.0,43050965.5,33070.0,281.0,31.0,203.0,60.0,46.0,3.0,0.0,0.0,20.0,8.0,37.0,70.0,72.0,100.0,152.5,90.0,107.0,70.0,2.0,"POLYGON ((2.261319 48.844127, 2.261039 48.845914, 2.263751 48.846103, 2.264031 48.844316, 2.261319 48.844127))",891fb462bb3ffff
CRS3035RES200mN2889000E3754200,792.0,326.0,35.0,111.0,32.0,180.0,39.0,39372484.6,27066.0,302.0,24.0,226.0,19.0,16.0,62.0,3.0,0.0,30.0,17.5,48.0,91.5,72.0,120.0,179.0,110.0,86.0,38.0,0.0,"POLYGON ((2.263751 48.846103, 2.263471 48.847891, 2.266183 48.848079, 2.266463 48.846292, 2.263751 48.846103))",891fb46294fffff
CRS3035RES200mN2889000E3754000,1516.5,757.0,76.0,357.0,41.0,423.0,57.0,74741735.8,55093.0,711.0,46.0,426.0,131.0,185.0,15.0,0.0,0.0,58.5,28.5,82.0,93.0,120.5,256.0,300.0,177.0,257.0,144.0,0.0,"POLYGON ((2.261039 48.845914, 2.260759 48.847702, 2.263471 48.847891, 2.263751 48.846103, 2.261039 48.845914))",891fb46294fffff
CRS3035RES200mN2889000E3753800,1485.5,803.0,124.0,431.0,37.0,299.0,75.0,59598700.0,48097.0,769.0,34.0,501.0,110.0,147.0,45.0,0.0,286.0,47.0,24.0,71.5,99.5,99.5,239.0,330.0,208.0,245.0,122.0,0.0,"POLYGON ((2.258327 48.845726, 2.258047 48.847513, 2.260759 48.847702, 2.261039 48.845914, 2.258327 48.845726))",891fb46294bffff
CRS3035RES200mN2889200E3753800,213.0,107.0,11.0,48.0,4.0,57.0,12.0,11195761.4,7819.0,104.0,3.0,29.0,22.0,0.0,56.0,0.0,0.0,9.0,1.5,6.0,14.5,23.0,35.0,44.0,32.0,42.0,6.0,0.0,"POLYGON ((2.258047 48.847513, 2.257767 48.849301, 2.260479 48.84949, 2.260759 48.847702, 2.258047 48.847513))",891fb46294bffff
CRS3035RES200mN2889400E3753800,1126.0,450.0,74.0,178.0,50.0,124.0,65.0,34747944.8,28559.0,450.0,0.0,281.0,0.0,0.0,169.0,0.0,197.0,48.5,28.0,99.5,133.5,103.5,187.0,255.0,122.0,104.0,43.0,2.0,"POLYGON ((2.257767 48.849301, 2.257487 48.851089, 2.260199 48.851277, 2.260479 48.84949, 2.257767 48.849301))",891fb462943ffff
CRS3035RES200mN2889400E3754000,748.5,363.0,60.0,174.0,28.0,195.0,20.0,40345661.8,35836.0,278.0,85.0,120.0,179.0,35.0,29.0,0.0,0.0,25.0,18.0,40.5,62.5,52.5,104.0,146.0,86.0,154.0,60.0,0.0,"POLYGON ((2.260479 48.84949, 2.260199 48.851277, 2.262911 48.851466, 2.263191 48.849678, 2.260479 48.84949))",891fb462943ffff
CRS3035RES200mN2889600E3754000,890.5,450.0,64.0,199.0,15.0,233.0,43.0,41301125.6,33267.0,426.0,24.0,315.0,135.0,0.0,0.0,0.0,14.0,36.0,15.0,43.5,54.5,59.5,154.0,173.0,139.0,153.0,63.0,0.0,"POLYGON ((2.260199 48.851277, 2.259919 48.853065, 2.262631 48.853254, 2.262911 48.851466, 2.260199 48.851277))",891fb462957ffff
CRS3035RES200mN2889600E3754200,1292.5,637.0,74.0,287.0,34.0,363.0,47.0,65984649.4,54751.0,570.0,67.0,396.0,195.0,33.0,13.0,0.0,0.0,39.0,28.0,46.5,87.0,110.0,243.0,253.0,171.0,192.0,123.0,0.0,"POLYGON ((2.262911 48.851466, 2.262631 48.853254, 2.265343 48.853442, 2.265623 48.851655, 2.262911 48.851466))",891fb462957ffff
CRS3035RES200mN2889400E3754200,463.0,231.0,30.0,114.0,14.0,127.0,15.0,25975982.7,23281.0,190.0,41.0,209.0,4.0,5.0,13.0,0.0,0.0,12.5,6.0,26.0,36.5,40.0,83.0,83.0,59.0,76.0,41.0,0.0,"POLYGON ((2.263191 48.849678, 2.262911 48.851466, 2.265623 48.851655, 2.265903 48.849867, 2.263191 48.849678))",891fb462947ffff
CRS3035RES200mN2889200E3754000,1209.5,576.0,64.0,263.0,38.0,259.0,53.0,60594527.0,45218.0,526.0,50.0,403.0,99.0,38.0,35.0,1.0,0.0,44.5,22.0,71.5,107.5,86.0,218.0,256.0,157.0,161.0,84.0,2.0,"POLYGON ((2.260759 48.847702, 2.260479 48.84949, 2.263191 48.849678, 2.263471 48.847891, 2.260759 48.847702))",891fb46294fffff
CRS3035RES200mN2889200E3754200,1060.5,533.0,59.0,234.0,26.0,284.0,54.0,49366209.2,39260.0,500.0,33.0,496.0,14.0,1.0,22.0,0.0,0.0,45.5,17.0,51.0,61.5,75.5,221.0,206.0,133.0,171.0,79.0,0.0,"POLYGON ((2.263471 48.847891, 2.263191 48.849678, 2.265903 48.849867, 2.266183 48.848079, 2.263471 48.847891))",891fb46294fffff
CRS3035RES200mN2889200E3754400,1562.5,728.0,85.0,301.0,41.0,367.0,61.0,79336151.3,60080.0,649.0,79.0,537.0,100.0,59.0,31.0,1.0,0.0,58.0,26.5,69.0,137.0,155.0,212.0,350.0,208.0,241.0,106.0,0.0,"POLYGON ((2.266183 48.848079, 2.265903 48.849867, 2.268615 48.850056, 2.268895 48.848268, 2.266183 48.848079))",891fb46297bffff
CRS3035RES200mN2889600E3754400,1528.5,726.0,107.0,344.0,64.0,400.0,52.0,82284665.7,64679.0,627.0,99.0,471.0,186.0,69.0,0.0,0.0,0.0,44.5,28.0,65.0,118.5,165.5,249.0,313.0,176.0,234.0,135.0,0.0,"POLYGON ((2.265623 48.851655, 2.265343 48.853442, 2.268056 48.853631, 2.268335 48.851843, 2.265623 48.851655))",891fb46290bffff
CRS3035RES200mN2889400E3754400,1703.0,784.0,82.0,352.0,70.0,410.0,50.0,91015401.3,63389.0,741.0,43.0,578.0,62.0,13.0,131.0,0.0,22.0,54.5,40.5,93.0,143.0,172.0,291.0,340.0,195.0,257.0,117.0,0.0,"POLYGON ((2.265903 48.849867, 2.265623 48.851655, 2.268335 48.851843, 2.268615 48.850056, 2.265903 48.849867))",891fb462973ffff
CRS3035RES200mN2889400E3754600,1253.0,623.0,70.0,299.0,40.0,358.0,54.0,64660415.2,50988.0,569.0,54.0,277.0,266.0,80.0,0.0,0.0,0.0,24.0,14.0,66.0,96.0,118.0,206.0,258.0,141.0,199.0,130.0,1.0,"POLYGON ((2.268615 48.850056, 2.268335 48.851843, 2.271048 48.852032, 2.271327 48.850244, 2.268615 48.850056))",891fb462973ffff
CRS3035RES200mN2889600E3754600,707.5,328.0,40.0,139.0,25.0,177.0,22.0,39494647.0,29534.0,288.0,40.0,253.0,0.0,65.0,10.0,0.0,0.0,21.0,13.0,22.0,38.5,87.0,111.0,142.0,97.0,110.0,66.0,0.0,"POLYGON ((2.268335 48.851843, 2.268056 48.853631, 2.270768 48.853819, 2.271048 48.852032, 2.268335 48.851843))",891fb46290fffff
CRS3035RES200mN2889200E3754600,1487.0,639.0,77.0,235.0,53.0,387.0,59.0,78898460.4,58900.0,576.0,63.0,348.0,143.0,123.0,25.0,0.0,21.0,30.0,25.5,77.5,168.5,144.5,192.0,329.0,211.0,215.0,86.0,8.0,"POLYGON ((2.268895 48.848268, 2.268615 48.850056, 2.271327 48.850244, 2.271607 48.848456, 2.268895 48.848268))",891fb462963ffff
CRS3035RES200mN2889000E3754600,1389.5,660.0,51.0,292.0,44.0,299.0,76.0,66819265.3,47845.0,639.0,21.0,475.0,82.0,42.0,61.0,0.0,0.0,65.0,36.0,80.5,128.0,86.0,240.0,289.0,156.0,175.0,134.0,0.0,"POLYGON ((2.269175 48.84648, 2.268895 48.848268, 2.271607 48.848456, 2.271887 48.846669, 2.269175 48.84648))",891fb462963ffff
CRS3035RES200mN2889000E3754400,613.5,300.0,33.0,138.0,24.0,95.0,23.0,29368390.1,20824.0,285.0,15.0,255.0,29.0,13.0,3.0,0.0,19.0,23.5,5.0,44.0,48.5,48.5,123.0,139.0,81.0,64.0,37.0,0.0,"POLYGON ((2.266463 48.846292, 2.266183 48.848079, 2.268895 48.848268, 2.269175 48.84648, 2.266463 48.846292))",891fb46297bffff
CRS3035RES200mN2888800E3754400,40.0,14.7,0.0,4.9,2.4,2.4,2.4,1562726.1,1088.2,12.2,2.5,14.7,0.0,0.0,0.0,0.0,0.0,4.9,0.0,0.8,4.1,4.9,10.6,8.2,4.9,1.6,0.0,0.0,"POLYGON ((2.266742 48.844504, 2.266463 48.846292, 2.269175 48.84648, 2.269454 48.844693, 2.266742 48.844504))",891fb462bb7ffff
CRS3035RES200mN2888600E3754400,538.5,223.0,14.0,83.0,23.0,101.0,22.0,26793786.4,18988.0,196.0,27.0,174.0,49.0,0.0,0.0,0.0,0.0,21.0,13.0,37.5,58.5,50.0,74.0,129.5,68.0,59.0,28.0,0.0,"POLYGON ((2.267022 48.842716, 2.266742 48.844504, 2.269454 48.844693, 2.269734 48.842905, 2.267022 48.842716))",891fb462ba7ffff
CRS3035RES200mN2888600E3754600,1116.0,498.0,82.0,195.0,42.0,298.0,32.0,51440770.9,40660.0,471.0,27.0,161.0,304.0,32.0,0.0,1.0,1.0,39.0,22.0,66.0,87.5,85.5,168.0,219.0,146.0,194.0,89.0,0.0,"POLYGON ((2.269734 48.842905, 2.269454 48.844693, 2.272166 48.844881, 2.272446 48.843093, 2.269734 48.842905))",891fb4676d3ffff
CRS3035RES200mN2888800E3754600,1077.0,515.0,56.0,223.0,29.0,244.0,49.0,47701994.0,37029.0,484.0,31.0,355.0,63.0,0.0,97.0,0.0,0.0,33.0,20.5,72.5,90.0,84.0,188.0,248.0,117.0,151.0,73.0,0.0,"POLYGON ((2.269454 48.844693, 2.269175 48.84648, 2.271887 48.846669, 2.272166 48.844881, 2.269454 48.844693))",891fb46296bffff
CRS3035RES200mN2888600E3754800,9.0,3.3,0.0,1.1,0.6,0.6,0.6,351613.4,244.8,2.8,0.5,3.3,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.2,0.9,1.1,2.4,1.8,1.1,0.4,0.0,0.0,"POLYGON ((2.272446 48.843093, 2.272166 48.844881, 2.274878 48.84507, 2.275157 48.843282, 2.272446 48.843093))",891fb4676d3ffff
CRS3035RES200mN2888600E3755000,999.0,550.0,98.0,317.0,25.0,171.0,52.0,32030207.7,30946.0,550.0,0.0,0.0,232.0,318.0,0.0,0.0,68.0,37.0,17.5,42.0,57.0,79.5,235.0,174.0,132.0,160.0,65.0,0.0,"POLYGON ((2.275157 48.843282, 2.274878 48.84507, 2.27759 48.845258, 2.277869 48.84347, 2.275157 48.843282))",891fb4676d7ffff
CRS3035RES200mN2888800E3754800,241.5,120.0,21.0,62.0,6.0,65.0,9.0,10495616.2,8234.0,110.0,10.0,51.0,69.0,0.0,0.0,0.0,0.0,3.0,4.0,8.5,20.0,23.0,60.0,47.0,28.0,34.0,14.0,0.0,"POLYGON ((2.272166 48.844881, 2.271887 48.846669, 2.274598 48.846857, 2.274878 48.84507, 2.272166 48.844881))",891fb46296fffff
CRS3035RES200mN2889000E3754800,1663.5,770.0,92.0,329.0,56.0,339.0,71.0,79139447.4,59812.0,739.0,31.0,173.0,569.0,0.0,28.0,0.0,0.0,66.5,30.0,94.0,144.0,139.0,256.0,351.0,195.0,233.0,155.0,0.0,"POLYGON ((2.271887 48.846669, 2.271607 48.848456, 2.274319 48.848645, 2.274598 48.846857, 2.271887 48.846669))",891fb462963ffff
CRS3035RES200mN2889000E3755000,413.5,209.0,37.0,97.0,7.0,114.0,17.0,18872563.1,14864.0,198.0,11.0,101.0,93.0,15.0,0.0,0.0,0.0,17.0,8.0,10.5,32.0,28.0,92.0,83.0,49.0,69.0,25.0,0.0,"POLYGON ((2.274598 48.846857, 2.274319 48.848645, 2.277031 48.848833, 2.27731 48.847046, 2.274598 48.846857))",891fb462967ffff
CRS3035RES200mN2888800E3755200,1200.0,577.0,51.0,230.0,23.0,294.0,44.0,55586379.2,44713.0,547.0,30.0,345.0,11.0,39.0,181.0,1.0,33.0,39.0,33.5,39.5,74.0,102.0,203.0,229.0,191.0,194.0,95.0,0.0,"POLYGON ((2.27759 48.845258, 2.27731 48.847046, 2.280022 48.847234, 2.280302 48.845446, 2.27759 48.845258))",891fb46769bffff
CRS3035RES200mN2888600E3755200,1417.5,686.0,89.0,314.0,40.0,231.0,74.0,51774932.8,42235.0,669.0,17.0,207.0,112.0,257.0,110.0,0.0,215.0,56.0,25.0,63.5,113.0,110.0,315.0,284.0,157.0,222.0,72.0,0.0,"POLYGON ((2.277869 48.84347, 2.27759 48.845258, 2.280302 48.845446, 2.280581 48.843658, 2.277869 48.84347))",891fb46769bffff
CRS3035RES200mN2888600E3755400,1135.5,687.0,89.0,422.0,18.0,267.0,38.0,44105583.7,32601.0,686.0,1.0,278.0,185.0,133.0,91.0,0.0,5.0,37.0,17.0,36.0,57.5,78.0,353.0,224.0,127.0,144.0,62.0,0.0,"POLYGON ((2.280581 48.843658, 2.280302 48.845446, 2.283013 48.845634, 2.283293 48.843847, 2.280581 48.843658))",891fb46768bffff
CRS3035RES200mN2888800E3755400,1071.5,496.0,72.0,220.0,44.0,183.0,46.0,37802089.7,31155.0,485.0,11.0,134.0,338.0,7.0,17.0,0.0,137.0,69.0,27.0,61.5,73.0,72.0,211.0,204.0,144.0,134.0,76.0,0.0,"POLYGON ((2.280302 48.845446, 2.280022 48.847234, 2.282734 48.847422, 2.283013 48.845634, 2.280302 48.845446))",891fb467683ffff
